failure_id,equipment_id,failure_date,failure_type,severity,description,root_cause,downtime_hours,repair_cost,prevented_by_maintenance,created_at
446,TRC-018,2017-06-30,Hydraulic,Minor,Hydraulic valve malfunction,Exceeded service life,3.5,217.43,False,2025-11-02 19:53:25
447,IRR-027,2017-07-01,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Exceeded service life,23.6,653.87,True,2025-11-02 19:53:25
448,HRV-028,2017-07-02,Other,Critical,Cab door malfunction - Complete equipment shutdown,Environmental factors,81.6,6573.78,False,2025-11-02 19:53:25
449,TRC-087,2017-07-03,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Misalignment,19.8,1999.45,True,2025-11-02 19:53:25
450,TRC-167,2017-07-03,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Worn hose,6.1,617.99,True,2025-11-02 19:53:25
451,PLT-044,2017-07-04,Hydraulic,Minor,Hydraulic cylinder leak,Contaminated fluid,5.1,204.93,True,2025-11-02 19:53:25
452,PLT-047,2017-07-07,Tire,Minor,Wheel bearing failure,Road hazard,4.5,390.07,False,2025-11-02 19:53:25
453,TRC-072,2017-07-08,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Seal failure,23.8,1750.88,True,2025-11-02 19:53:25
454,TRC-003,2017-07-09,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Worn component,53.2,2915.83,True,2025-11-02 19:53:25
455,PLT-044,2017-07-13,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Normal wear,19.2,1802.51,True,2025-11-02 19:53:25
456,HRV-022,2017-07-19,Engine,Minor,Excessive smoke from exhaust,Overheating,2.8,369.03,True,2025-11-02 19:53:25
457,IRR-030,2017-07-22,Mechanical,Critical,Gearbox malfunction - Complete equipment shutdown,Lack of lubrication,58.0,7304.89,False,2025-11-02 19:53:25
458,TRC-108,2017-07-23,Tire,Minor,Tire sidewall damage,Excessive wear,3.0,369.97,True,2025-11-02 19:53:25
459,TRC-055,2017-07-27,Electrical,Minor,Alternator not charging,Corroded connection,5.5,384.16,True,2025-11-02 19:53:25
460,TRC-074,2017-08-02,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,3.8,422.11,True,2025-11-02 19:53:25
461,TRC-123,2017-08-02,Hydraulic,Moderate,Hydraulic valve malfunction - Reduced operational capability,Worn hose,10.1,1434.47,True,2025-11-02 19:53:25
462,HRV-019,2017-08-03,Electrical,Minor,Battery failure,Worn component,5.8,484.02,False,2025-11-02 19:53:25
463,IRR-066,2017-08-04,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Improper tension,14.5,656.37,False,2025-11-02 19:53:25
464,TRC-160,2017-08-05,Engine,Minor,Loss of power under load,Overheating,5.9,350.61,True,2025-11-02 19:53:25
465,TRC-116,2017-08-06,Tire,Minor,Excessive tire wear,Overload,2.0,311.75,False,2025-11-02 19:53:25
466,HRV-032,2017-08-14,Tire,Minor,Tire blowout,Age degradation,4.3,413.69,True,2025-11-02 19:53:25
467,TRC-165,2017-08-15,Engine,Minor,Engine overheating during operation,Worn component,5.4,462.59,True,2025-11-02 19:53:25
468,IRR-014,2017-08-15,Electrical,Minor,Sensor malfunction,Corroded connection,4.5,360.3,False,2025-11-02 19:53:25
469,PLT-019,2017-08-17,Hydraulic,Critical,Hydraulic fluid contamination - Complete equipment shutdown,Contaminated fluid,24.0,7324.0,True,2025-11-02 19:53:25
470,PLT-019,2017-08-18,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,4.2,254.97,True,2025-11-02 19:53:25
471,TRC-107,2017-08-19,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,3.7,470.3,False,2025-11-02 19:53:25
472,IRR-020,2017-08-21,Other,Minor,Cab door malfunction,Normal wear,4.8,482.94,False,2025-11-02 19:53:25
473,TRC-176,2017-08-24,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,4.1,276.73,False,2025-11-02 19:53:25
474,TRC-007,2017-08-27,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Corroded connection,20.5,1903.28,True,2025-11-02 19:53:25
475,PLT-002,2017-08-29,Electrical,Moderate,Alternator not charging - Reduced operational capability,Age-related failure,12.2,812.69,True,2025-11-02 19:53:25
476,HRV-032,2017-08-30,Electrical,Minor,Electrical short circuit,Water damage,4.9,406.35,True,2025-11-02 19:53:25
477,HRV-036,2017-09-04,Electrical,Minor,Wiring harness damage,Corroded connection,3.9,211.64,False,2025-11-02 19:53:25
478,TRC-060,2017-09-05,Tire,Minor,Tire puncture,Age degradation,4.5,489.14,True,2025-11-02 19:53:25
479,TRC-071,2017-09-06,Other,Moderate,Seat adjustment failure - Reduced operational capability,Age-related,19.2,1019.8,False,2025-11-02 19:53:25
480,TRC-146,2017-09-07,Hydraulic,Minor,Hydraulic hose burst during operation,Seal failure,2.0,282.23,False,2025-11-02 19:53:25
481,TRC-056,2017-09-08,Tire,Minor,Tire puncture,Age degradation,3.6,446.58,True,2025-11-02 19:53:25
482,TRC-167,2017-09-08,Electrical,Minor,Sensor malfunction,Age-related failure,2.2,434.81,False,2025-11-02 19:53:25
483,HRV-033,2017-09-13,Engine,Minor,Loss of power under load,Lack of maintenance,4.2,489.84,True,2025-11-02 19:53:25
484,IRR-010,2017-09-16,Mechanical,Minor,Clutch failure,Misalignment,2.8,412.8,False,2025-11-02 19:53:25
485,PLT-044,2017-09-18,Tire,Critical,Excessive tire wear - Complete equipment shutdown,Improper inflation,57.3,3956.52,True,2025-11-02 19:53:25
486,IRR-009,2017-09-21,Electrical,Minor,Starter motor failure,Water damage,4.0,376.99,False,2025-11-02 19:53:25
487,TRC-165,2017-09-21,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,5.2,279.11,True,2025-11-02 19:53:25
488,PLT-002,2017-09-23,Tire,Minor,Tire sidewall damage,Improper inflation,4.7,465.69,True,2025-11-02 19:53:25
489,SPR-027,2017-10-01,Electrical,Minor,Electrical short circuit,Corroded connection,5.9,481.13,False,2025-11-02 19:53:25
490,HRV-056,2017-10-03,Mechanical,Minor,Transmission gear failure,Overload,5.6,398.49,True,2025-11-02 19:53:25
491,SPR-024,2017-10-07,Mechanical,Minor,Transmission gear failure,Lack of lubrication,5.0,222.82,False,2025-11-02 19:53:25
492,IRR-027,2017-10-08,Mechanical,Moderate,Drive shaft damage - Reduced operational capability,Normal wear,7.4,1550.46,False,2025-11-02 19:53:25
493,HRV-041,2017-10-08,Electrical,Minor,Wiring harness damage,Water damage,3.5,486.88,True,2025-11-02 19:53:25
494,TRC-152,2017-10-13,Electrical,Minor,Wiring harness damage,Age-related failure,5.3,205.26,False,2025-11-02 19:53:25
495,TRC-165,2017-10-14,Mechanical,Minor,Gearbox malfunction,Overload,2.9,299.02,False,2025-11-02 19:53:25
496,TRC-107,2017-10-14,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,5.9,265.37,True,2025-11-02 19:53:25
497,IRR-059,2017-10-17,Electrical,Minor,Wiring harness damage,Age-related failure,2.5,214.5,False,2025-11-02 19:53:25
498,TRC-026,2017-10-20,Mechanical,Minor,Bearing failure causing noise,Misalignment,6.0,358.95,True,2025-11-02 19:53:25
499,IRR-027,2017-10-20,Tire,Minor,Tire blowout,Road hazard,3.4,271.92,True,2025-11-02 19:53:25
500,PLT-022,2017-10-21,Belt,Minor,Excessive belt wear,Age degradation,2.5,346.99,False,2025-11-02 19:53:25
501,TRC-010,2017-10-28,Engine,Critical,Loss of power under load - Complete equipment shutdown,Lack of maintenance,32.3,7991.24,True,2025-11-02 19:53:25
502,TRC-157,2017-11-03,Tire,Minor,Tire sidewall damage,Overload,2.9,466.29,True,2025-11-02 19:53:25
503,HRV-031,2017-11-03,Belt,Minor,Belt tensioner failure,Age degradation,2.2,202.41,True,2025-11-02 19:53:25
504,TRC-065,2017-11-03,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Water damage,10.1,1658.55,False,2025-11-02 19:53:25
505,TRC-028,2017-11-05,Belt,Minor,Drive belt snapped,Age degradation,5.3,249.37,False,2025-11-02 19:53:25
506,TRC-051,2017-11-07,Other,Minor,Mirror damage,Age-related,3.1,288.37,False,2025-11-02 19:53:25
507,TRC-097,2017-11-12,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,5.3,279.9,False,2025-11-02 19:53:25
508,TRC-139,2017-11-13,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Age-related wear,16.8,1984.25,False,2025-11-02 19:53:25
509,TRC-166,2017-11-20,Electrical,Critical,Battery failure - Complete equipment shutdown,Water damage,82.2,4191.75,True,2025-11-02 19:53:25
510,SPR-026,2017-11-22,Hydraulic,Minor,Hydraulic fluid contamination,Exceeded service life,5.1,237.9,True,2025-11-02 19:53:25
511,IRR-045,2017-11-22,Other,Minor,Light fixture broken,Operator error,5.3,410.21,True,2025-11-02 19:53:25
512,TRC-126,2017-11-24,Tire,Critical,Excessive tire wear - Complete equipment shutdown,Excessive wear,65.8,3961.15,True,2025-11-02 19:53:25
513,IRR-079,2017-11-30,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,4.4,274.59,False,2025-11-02 19:53:25
514,HRV-032,2017-12-05,Tire,Minor,Wheel bearing failure,Age degradation,2.9,359.28,False,2025-11-02 19:53:25
515,HRV-012,2017-12-07,Tire,Minor,Excessive tire wear,Improper inflation,4.8,223.94,False,2025-11-02 19:53:25
516,TRC-162,2017-12-08,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,3.1,310.31,False,2025-11-02 19:53:25
517,TRC-001,2017-12-14,Engine,Minor,Fuel system malfunction,Lack of maintenance,2.2,477.84,False,2025-11-02 19:53:25
518,IRR-017,2017-12-15,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Worn component,16.1,909.17,True,2025-11-02 19:53:25
519,TRC-013,2017-12-17,Electrical,Minor,Electrical short circuit,Vibration damage,5.4,459.98,False,2025-11-02 19:53:25
520,TRC-178,2017-12-18,Other,Minor,Gauge malfunction,Operator error,3.1,211.71,False,2025-11-02 19:53:25
521,TRC-082,2017-12-23,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Lack of maintenance,7.0,771.48,True,2025-11-02 19:53:25
522,IRR-075,2017-12-25,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Overload,20.4,1564.17,False,2025-11-02 19:53:25
523,TRC-004,2018-01-03,Tire,Minor,Wheel bearing failure,Age degradation,3.9,276.77,True,2025-11-02 19:53:25
524,PLT-045,2018-01-03,Electrical,Minor,Sensor malfunction,Worn component,5.2,356.79,False,2025-11-02 19:53:25
525,IRR-077,2018-01-06,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Lack of maintenance,23.1,557.71,True,2025-11-02 19:53:25
526,TRC-065,2018-01-08,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Overload,18.5,959.27,True,2025-11-02 19:53:25
527,PLT-008,2018-01-12,Tire,Minor,Wheel bearing failure,Excessive wear,3.1,368.45,False,2025-11-02 19:53:25
528,IRR-072,2018-01-14,Hydraulic,Moderate,Hydraulic valve malfunction - Reduced operational capability,Exceeded service life,17.4,1748.91,True,2025-11-02 19:53:25
529,TRC-066,2018-01-20,Other,Minor,Seat adjustment failure,Age-related,5.5,225.9,True,2025-11-02 19:53:25
530,PLT-015,2018-01-23,Tire,Minor,Excessive tire wear,Age degradation,4.9,474.25,True,2025-11-02 19:53:25
531,IRR-045,2018-01-26,Tire,Minor,Tire sidewall damage,Overload,4.8,432.76,False,2025-11-02 19:53:25
532,TRC-013,2018-01-26,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Misalignment,12.2,1333.6,False,2025-11-02 19:53:25
533,IRR-020,2018-01-26,Tire,Minor,Excessive tire wear,Age degradation,2.4,267.4,True,2025-11-02 19:53:25
534,HRV-022,2018-01-31,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,2.5,433.55,True,2025-11-02 19:53:25
535,PLT-009,2018-02-02,Electrical,Minor,Electrical short circuit,Corroded connection,2.0,235.43,False,2025-11-02 19:53:25
536,HRV-031,2018-02-04,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,3.7,308.35,True,2025-11-02 19:53:25
537,HRV-034,2018-02-05,Hydraulic,Minor,Hydraulic pump failure,Seal failure,3.0,347.54,True,2025-11-02 19:53:25
538,HRV-028,2018-02-09,Tire,Minor,Wheel bearing failure,Road hazard,2.2,393.69,True,2025-11-02 19:53:25
539,IRR-066,2018-02-16,Tire,Minor,Tire blowout,Excessive wear,5.5,409.09,True,2025-11-02 19:53:25
540,HRV-012,2018-02-16,Tire,Minor,Tire sidewall damage,Overload,2.1,382.44,True,2025-11-02 19:53:25
541,SPR-032,2018-03-03,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,3.5,463.1,True,2025-11-02 19:53:25
542,TRC-144,2018-03-03,Electrical,Moderate,Starter motor failure - Reduced operational capability,Vibration damage,20.3,982.13,False,2025-11-02 19:53:25
543,IRR-063,2018-03-08,Engine,Critical,Excessive smoke from exhaust - Complete equipment shutdown,Worn component,94.2,4814.83,False,2025-11-02 19:53:25
544,SPR-009,2018-03-13,Engine,Minor,Engine oil leak detected,Contaminated fuel,2.1,488.2,True,2025-11-02 19:53:25
545,TRC-060,2018-03-14,Engine,Moderate,Loss of power under load - Reduced operational capability,Age-related wear,8.1,1858.38,False,2025-11-02 19:53:25
546,HRV-007,2018-03-17,Tire,Minor,Tire puncture,Overload,3.7,284.89,False,2025-11-02 19:53:25
547,TRC-098,2018-03-18,Mechanical,Minor,Transmission gear failure,Misalignment,4.7,223.24,False,2025-11-02 19:53:25
548,SPR-027,2018-03-22,Electrical,Moderate,Alternator not charging - Reduced operational capability,Age-related failure,13.3,768.42,False,2025-11-02 19:53:25
549,PLT-009,2018-03-24,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Pressure spike,9.1,909.23,True,2025-11-02 19:53:25
550,TRC-074,2018-03-27,Mechanical,Critical,Bearing failure causing noise - Complete equipment shutdown,Fatigue failure,43.5,3261.35,True,2025-11-02 19:53:25
551,IRR-048,2018-03-29,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,3.1,340.62,True,2025-11-02 19:53:25
552,TRC-176,2018-03-30,Tire,Minor,Wheel bearing failure,Overload,5.7,387.55,True,2025-11-02 19:53:25
553,HRV-023,2018-04-01,Belt,Minor,Excessive belt wear,Age degradation,5.9,359.82,True,2025-11-02 19:53:25
554,HRV-028,2018-04-02,Other,Minor,Mirror damage,Environmental factors,2.6,478.24,False,2025-11-02 19:53:25
555,IRR-004,2018-04-05,Mechanical,Minor,Bearing failure causing noise,Lack of lubrication,5.9,229.8,True,2025-11-02 19:53:25
556,TRC-134,2018-04-09,Engine,Minor,Engine oil leak detected,Age-related wear,5.0,285.52,True,2025-11-02 19:53:25
557,TRC-023,2018-04-10,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Vibration damage,7.2,961.31,False,2025-11-02 19:53:25
558,IRR-030,2018-04-11,Tire,Minor,Wheel bearing failure,Road hazard,4.5,208.84,True,2025-11-02 19:53:25
559,HRV-016,2018-04-11,Electrical,Minor,Wiring harness damage,Water damage,2.3,224.43,True,2025-11-02 19:53:25
560,TRC-114,2018-04-12,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Lack of maintenance,11.0,1913.41,True,2025-11-02 19:53:25
561,TRC-010,2018-04-13,Hydraulic,Minor,Loss of hydraulic pressure,Seal failure,3.2,305.33,False,2025-11-02 19:53:25
562,IRR-030,2018-04-14,Engine,Minor,Fuel system malfunction,Age-related wear,2.1,357.27,False,2025-11-02 19:53:25
563,IRR-077,2018-04-16,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Age-related wear,17.4,1488.71,True,2025-11-02 19:53:25
564,IRR-066,2018-04-17,Mechanical,Minor,Clutch failure,Lack of lubrication,5.0,408.33,False,2025-11-02 19:53:25
565,SPR-009,2018-04-20,Other,Critical,Light fixture broken - Complete equipment shutdown,Environmental factors,93.5,3898.85,False,2025-11-02 19:53:25
566,SPR-001,2018-04-27,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Pressure spike,17.4,1985.26,False,2025-11-02 19:53:25
567,IRR-049,2018-04-28,Engine,Minor,Loss of power under load,Overheating,3.4,305.46,False,2025-11-02 19:53:25
568,SPR-027,2018-05-01,Mechanical,Minor,Transmission gear failure,Misalignment,2.6,251.62,True,2025-11-02 19:53:25
569,IRR-072,2018-05-01,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Fatigue failure,14.4,1837.25,False,2025-11-02 19:53:25
570,IRR-020,2018-05-07,Tire,Minor,Wheel bearing failure,Excessive wear,2.9,209.51,True,2025-11-02 19:53:25
571,IRR-017,2018-05-07,Electrical,Minor,Alternator not charging,Corroded connection,2.3,307.62,False,2025-11-02 19:53:25
572,TRC-055,2018-05-07,Hydraulic,Critical,Hydraulic hose burst during operation - Complete equipment shutdown,Contaminated fluid,92.5,8308.42,False,2025-11-02 19:53:25
573,TRC-152,2018-05-08,Mechanical,Minor,Bearing failure causing noise,Overload,3.2,437.9,True,2025-11-02 19:53:25
574,TRC-145,2018-05-10,Tire,Minor,Tire sidewall damage,Excessive wear,4.8,310.12,True,2025-11-02 19:53:25
575,HRV-031,2018-05-12,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,5.0,488.68,True,2025-11-02 19:53:25
576,HRV-018,2018-05-13,Electrical,Moderate,Wiring harness damage - Reduced operational capability,Worn component,13.3,1551.01,True,2025-11-02 19:53:25
577,HRV-058,2018-05-14,Tire,Minor,Tire puncture,Age degradation,4.9,276.81,True,2025-11-02 19:53:25
578,TRC-145,2018-05-15,Engine,Minor,Engine stalling intermittently,Contaminated fuel,4.6,209.29,False,2025-11-02 19:53:25
579,HRV-024,2018-05-15,Mechanical,Minor,Bearing failure causing noise,Overload,5.6,397.46,False,2025-11-02 19:53:25
580,TRC-056,2018-05-17,Belt,Minor,Belt tensioner failure,Age degradation,2.8,393.26,True,2025-11-02 19:53:25
581,TRC-076,2018-05-21,Tire,Minor,Tire puncture,Overload,2.7,319.72,False,2025-11-02 19:53:25
582,IRR-049,2018-05-22,Tire,Moderate,Excessive tire wear - Reduced operational capability,Excessive wear,16.1,623.63,False,2025-11-02 19:53:25
583,IRR-077,2018-05-24,Other,Minor,Mirror damage,Environmental factors,5.6,238.33,True,2025-11-02 19:53:25
584,TRC-129,2018-05-27,Belt,Minor,Belt slipping under load,Improper tension,4.3,414.01,True,2025-11-02 19:53:25
585,IRR-079,2018-05-27,Engine,Critical,Engine overheating during operation - Complete equipment shutdown,Contaminated fuel,39.9,4934.59,False,2025-11-02 19:53:25
586,TRC-107,2018-05-30,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Age-related wear,6.8,1339.55,True,2025-11-02 19:53:25
587,TRC-152,2018-05-30,Mechanical,Minor,Gearbox malfunction,Overload,5.0,356.87,False,2025-11-02 19:53:25
588,HRV-050,2018-06-01,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Worn hose,10.8,1921.25,True,2025-11-02 19:53:25
589,IRR-010,2018-06-02,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Lack of lubrication,11.7,726.98,False,2025-11-02 19:53:25
590,HRV-016,2018-06-03,Engine,Minor,Engine overheating during operation,Age-related wear,2.4,436.91,True,2025-11-02 19:53:25
591,IRR-019,2018-06-05,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,5.3,427.85,True,2025-11-02 19:53:25
592,SPR-010,2018-06-05,Electrical,Minor,Sensor malfunction,Corroded connection,4.7,471.81,False,2025-11-02 19:53:25
593,HRV-015,2018-06-05,Engine,Minor,Engine oil leak detected,Age-related wear,5.0,357.9,True,2025-11-02 19:53:25
594,IRR-072,2018-06-05,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,4.9,246.64,True,2025-11-02 19:53:25
595,IRR-073,2018-06-06,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,2.2,486.3,True,2025-11-02 19:53:25
596,TRC-021,2018-06-06,Tire,Minor,Tire sidewall damage,Overload,4.8,301.41,False,2025-11-02 19:53:25
597,TRC-082,2018-06-08,Engine,Minor,Fuel system malfunction,Age-related wear,3.0,350.04,False,2025-11-02 19:53:25
598,HRV-029,2018-06-11,Electrical,Minor,Sensor malfunction,Worn component,2.4,239.34,False,2025-11-02 19:53:25
599,IRR-075,2018-06-12,Tire,Minor,Excessive tire wear,Age degradation,5.8,234.08,True,2025-11-02 19:53:25
600,HRV-018,2018-06-12,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Vibration damage,18.0,1196.53,True,2025-11-02 19:53:25
601,PLT-019,2018-06-13,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Overload,9.5,1480.2,False,2025-11-02 19:53:25
602,TRC-134,2018-06-13,Engine,Minor,Engine stalling intermittently,Overheating,5.7,263.47,True,2025-11-02 19:53:25
603,IRR-027,2018-06-14,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,3.5,389.77,False,2025-11-02 19:53:25
604,IRR-020,2018-06-15,Engine,Moderate,Loss of power under load - Reduced operational capability,Lack of maintenance,10.4,1159.53,True,2025-11-02 19:53:25
605,HRV-016,2018-06-17,Engine,Moderate,Loss of power under load - Reduced operational capability,Age-related wear,7.5,987.33,True,2025-11-02 19:53:25
606,IRR-004,2018-06-17,Engine,Moderate,Loss of power under load - Reduced operational capability,Lack of maintenance,22.5,1649.61,True,2025-11-02 19:53:25
607,IRR-055,2018-06-17,Electrical,Moderate,Battery failure - Reduced operational capability,Vibration damage,16.0,1644.79,True,2025-11-02 19:53:25
608,TRC-087,2018-06-19,Engine,Minor,Engine overheating during operation,Overheating,3.5,326.57,True,2025-11-02 19:53:25
609,SPR-020,2018-06-19,Engine,Critical,Engine overheating during operation - Complete equipment shutdown,Worn component,34.5,6335.6,True,2025-11-02 19:53:25
610,IRR-041,2018-06-20,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Contaminated fluid,22.2,531.78,True,2025-11-02 19:53:25
611,HRV-058,2018-06-21,Hydraulic,Minor,Loss of hydraulic pressure,Pressure spike,2.9,359.68,True,2025-11-02 19:53:25
612,TRC-074,2018-06-22,Electrical,Minor,Alternator not charging,Worn component,5.9,440.19,True,2025-11-02 19:53:25
613,TRC-176,2018-06-23,Mechanical,Moderate,Clutch failure - Reduced operational capability,Normal wear,11.4,1317.48,True,2025-11-02 19:53:25
614,SPR-020,2018-06-25,Electrical,Minor,Alternator not charging,Vibration damage,5.9,292.6,True,2025-11-02 19:53:25
615,TRC-107,2018-06-25,Belt,Moderate,Excessive belt wear - Reduced operational capability,Misalignment,18.6,1238.61,True,2025-11-02 19:53:25
616,IRR-010,2018-06-25,Hydraulic,Minor,Loss of hydraulic pressure,Seal failure,4.8,206.94,True,2025-11-02 19:53:25
617,IRR-036,2018-06-29,Engine,Minor,Fuel system malfunction,Overheating,2.6,297.01,True,2025-11-02 19:53:25
618,HRV-031,2018-06-30,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Exceeded service life,18.4,965.88,True,2025-11-02 19:53:25
619,TRC-082,2018-06-30,Engine,Critical,Loss of power under load - Complete equipment shutdown,Age-related wear,84.5,6439.77,False,2025-11-02 19:53:25
620,IRR-057,2018-07-01,Tire,Minor,Tire sidewall damage,Improper inflation,5.7,364.88,False,2025-11-02 19:53:25
621,IRR-012,2018-07-07,Electrical,Critical,Sensor malfunction - Complete equipment shutdown,Vibration damage,24.4,3954.48,False,2025-11-02 19:53:25
622,TRC-167,2018-07-07,Belt,Moderate,Excessive belt wear - Reduced operational capability,Normal wear,15.9,920.52,True,2025-11-02 19:53:25
623,TRC-004,2018-07-07,Belt,Critical,Excessive belt wear - Complete equipment shutdown,Normal wear,103.7,3879.53,True,2025-11-02 19:53:25
624,IRR-049,2018-07-07,Electrical,Minor,Sensor malfunction,Worn component,3.1,257.57,True,2025-11-02 19:53:25
625,SPR-020,2018-07-09,Tire,Minor,Excessive tire wear,Overload,3.9,276.63,True,2025-11-02 19:53:25
626,HRV-052,2018-07-11,Engine,Minor,Excessive smoke from exhaust,Overheating,4.3,210.41,True,2025-11-02 19:53:25
627,PLT-008,2018-07-11,Tire,Minor,Tire blowout,Excessive wear,3.9,461.73,True,2025-11-02 19:53:25
628,TRC-060,2018-07-16,Engine,Minor,Engine overheating during operation,Contaminated fuel,4.0,453.41,True,2025-11-02 19:53:25
629,IRR-042,2018-07-19,Electrical,Minor,Alternator not charging,Worn component,4.9,290.2,False,2025-11-02 19:53:25
630,IRR-031,2018-07-25,Other,Moderate,Gauge malfunction - Reduced operational capability,Accidental damage,23.5,1276.44,False,2025-11-02 19:53:25
631,TRC-166,2018-07-27,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Lack of lubrication,10.7,1417.48,True,2025-11-02 19:53:25
632,TRC-056,2018-08-05,Tire,Minor,Wheel bearing failure,Improper inflation,4.8,420.0,False,2025-11-02 19:53:25
633,TRC-032,2018-08-07,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Overload,22.7,1630.6,False,2025-11-02 19:53:25
634,TRC-023,2018-08-08,Other,Moderate,Cab door malfunction - Reduced operational capability,Environmental factors,6.0,858.83,False,2025-11-02 19:53:25
635,HRV-034,2018-08-09,Electrical,Minor,Wiring harness damage,Worn component,4.7,323.04,True,2025-11-02 19:53:25
636,TRC-065,2018-08-09,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Worn component,65.3,3709.3,False,2025-11-02 19:53:25
637,TRC-168,2018-08-12,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Age-related wear,40.9,3963.19,False,2025-11-02 19:53:25
638,HRV-021,2018-08-15,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,2.0,332.73,True,2025-11-02 19:53:25
639,TRC-055,2018-08-19,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Contaminated fuel,9.7,1667.27,True,2025-11-02 19:53:25
640,HRV-013,2018-08-19,Electrical,Minor,Alternator not charging,Vibration damage,4.7,256.81,True,2025-11-02 19:53:25
641,TRC-163,2018-08-19,Engine,Critical,Engine overheating during operation - Complete equipment shutdown,Contaminated fuel,95.0,7361.56,True,2025-11-02 19:53:25
642,TRC-087,2018-08-19,Belt,Critical,Belt slipping under load - Complete equipment shutdown,Normal wear,88.5,8391.58,True,2025-11-02 19:53:25
643,IRR-077,2018-08-19,Tire,Minor,Tire sidewall damage,Road hazard,5.9,240.74,False,2025-11-02 19:53:25
644,TRC-119,2018-08-19,Electrical,Minor,Wiring harness damage,Water damage,3.9,463.3,True,2025-11-02 19:53:25
645,SPR-024,2018-08-20,Electrical,Moderate,Wiring harness damage - Reduced operational capability,Water damage,23.1,1642.53,False,2025-11-02 19:53:25
646,SPR-019,2018-08-21,Hydraulic,Minor,Hydraulic hose burst during operation,Exceeded service life,5.7,454.26,False,2025-11-02 19:53:25
647,TRC-091,2018-08-23,Tire,Minor,Tire puncture,Improper inflation,2.2,254.45,False,2025-11-02 19:53:25
648,HRV-013,2018-08-23,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Worn component,22.6,1934.35,False,2025-11-02 19:53:25
649,IRR-048,2018-08-24,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,4.1,221.13,False,2025-11-02 19:53:25
650,TRC-180,2018-08-28,Engine,Minor,Excessive smoke from exhaust,Contaminated fuel,2.3,371.86,True,2025-11-02 19:53:25
651,HRV-006,2018-08-31,Electrical,Moderate,Wiring harness damage - Reduced operational capability,Vibration damage,13.3,1558.69,True,2025-11-02 19:53:25
